Category,Headline,Summary,Date
political-pulse,"Goa BJP, in transition, hits turbulence as internal divisions bubble up","While outgoing state BJP chief appears to pull up Environment Minister Aleixo Sequeira, a Cabinet minister accuses a colleague of being involved in an alleged campaign to “defame Goa”.","JANUARY 14, 2025 18:47 IST"
political-pulse,"Blow to NCP(SP), Sena (UBT) bids to warm up to Mahayuti as Amit Shah targets Sharad Pawar, Uddhav Thackeray",BJP leadership has remained “deeply hurt” by Uddhav’s 2019 “betrayal” and would now aim to dislodge Sena (UBT) from BMC in coming local body polls,"JANUARY 14, 2025 18:47 IST"
political-pulse,"Dropped, then given Delhi ticket within a day, why BJP could not ignore Mohan Singh Bisht","A five-time MLA, Bisht was replaced in Karawal Nagar with Kapil Mishra, then fielded from Mustafabad. A tall Purvanchali and Rajput face, Bisht is known to be popular and accessible.","JANUARY 14, 2025 18:47 IST"
political-pulse,"Amid tension with SP, Congress begins UP rehaul, its message: ‘2027 polls will be under Congress leadership’","Congress sources said the exercise was firmed up after top party leaders Rahul Gandhi, who is also an MP from Rae Bareli, and Priyanka Gandhi, met UPCC leaders in Delhi recently.","JANUARY 13, 2025 15:33 IST"
political-pulse,West Bengal vs Odisha on tigers: States locking horns over animals is not new,"Big cats routinely set out on inter-state journeys, with such movements often going unrecorded between adjacent states sharing continuous stretches of quality forests.","JANUARY 13, 2025 15:14 IST"
political-pulse,Today in Politics: Rahul to kickstart Congress’ Delhi campaign with Seelampur rally,PM Modi to inaugurate tunnel in J-K; Maha Kumbh to kick off in Prayagraj; SKM to meet protesting farmers.,"JANUARY 13, 2025 07:36 IST"
political-pulse,Why Delhi’s slum-dwellers will be a crucial factor in Assembly polls,People who live in slums and unauthorised colonies make up almost 10% of the electorate and are a key support base of the AAP. That is why the BJP looking to make inroads in this constituency with targeted campaigns.,"JANUARY 13, 2025 12:41 IST"
political-pulse,"TN political row: M K Stalin-R N Ravi face-off is latest in several run-ins between DMK govt, Raj Bhavan","Political crisis deepens in the state as slugfest intensifies after Governor Ravi criticises CM's ""arrogance""; BJP joins AIADMK and DMDK in boycotting Erode East bypoll.","JANUARY 13, 2025 05:39 IST"
political-pulse,The man who could be next Maharashtra BJP chief: Why Ravindra Chavan was appointed party’s working president,Talk started about the four-time Dombivali MLA being given an important organisational post after he did not get a Cabinet berth. He is seen as a close associate of Chief Minister Devendra Fadnavis.,"JANUARY 12, 2025 21:55 IST"
political-pulse,"Suspended TMC leader Santanu Sen: ‘Even today, Mamata Banerjee does not get proper information at proper time’","“I secretly submitted documents on corruption at R G Kar Hospital to authorities concerned ... my daughter faced tremendous mental and emotional torture ... but kept mum to help TMC save face,"" says former Rajya Sabha MP.","JANUARY 13, 2025 04:24 IST"
political-pulse,"In Kerala ‘rape-suicide’ case from 2017, CPM finds some breathing space",The two minor girls were found hanging in their house a few weeks apart. The police found that they died by suicide after allegedly being subjected to sexual abuse over several months by five persons,"JANUARY 13, 2025 13:33 IST"
political-pulse,"In Delhi, why sops trump aspiration pitch as BJP, Congress follow AAP playbook","All three contenders are vying to reach out to urban poor, especially unauthorised colony residents, with the middle class not figuring prominently in their campaigns.","JANUARY 12, 2025 21:56 IST"
political-pulse,"Praising RSS role in Maharashtra polls, why Sharad Pawar has asked NCP(SP) to build a similar cadre","Flagging RSS cadre’s “loyalty and commitment” to their ideology, Pawar asked his party to also build a committed cadre that would subscribe to the ideologies of Shahu Maharaj, Jyotiba Phule and Ambedkar","JANUARY 12, 2025 21:57 IST"
political-pulse,Today in Politics: PM Modi to attend ‘Viksit Bharat Young Leaders Dialogue’ in Delhi,Union Home Minister Amit Shah is in Maharashtra for temple visits and a state party convention in the Ahilyanagar district,"JANUARY 12, 2025 08:05 IST"
political-pulse,"In BJP’s second list for Delhi Assembly polls, former CM Madan Lal Khurana’s son, MLA axed for Kapil Mishra","The list with 29 candidates has five women, with two women figuring in the first list of 29; the party may accommodate NDA allies in a few seats","JANUARY 12, 2025 21:57 IST"
political-pulse,"Citing CAG report of Rs 2,000 crore loss from liquor excise policy, Nadda targets AAP","AAP claims report manufactured by BJP, no credibility","JANUARY 12, 2025 21:58 IST"
political-pulse,"Newsmaker | Amid Beed murder firestorm, BJP MLA guns for NCP minister Dhananjay Munde: Who is Suresh Dhas?","Dhas’s unrelenting attacks against an ally has raised eyebrows, with many questioning why BJP leadership has given him space to fuel a crisis gripping Fadnavis govt","JANUARY 12, 2025 21:58 IST"
political-pulse,Cracks in MVA: Uddhav Sena says will go solo in local elections,Ally Cong: will wait for Uddhav to announce; NCP-SP to leave it to 'district units'.,"JANUARY 12, 2025 21:58 IST"
political-pulse,"Punjab AAP MLA, known for his guns and vintage cars, dies of bullet injury to head: Who was Gurpreet Gogi?","The first-time legislator from Ludhiana West, Gogi was a former Congress leader and councillor; among his various businesses were a gun shop and a private hostel.","JANUARY 12, 2025 08:52 IST"
political-pulse,‘UGC draft rules (on picking V-Cs etc) are dictatorial… destroys federalism’: Tamil Nadu Education Minister,"“The resolution passed by Tamil Nadu Assembly exhorts the Centre to withdraw it (UGC draft regulations)… If not, this will turn into a people’s protest. We will even pursue a legal route against it,” Govi Chezian tells The Indian Express","JANUARY 11, 2025 22:16 IST"
political-pulse,Today in Politics: BJP likely to name its remaining candidates for Delhi Assembly polls,"In its first list of 29 candidates released on January 4, the BJP fielded six turncoats from the incumbent AAP and the Congress who recently joined the party.","JANUARY 11, 2025 07:30 IST"
political-pulse,"As Dhananjay Munde row continues to spiral in Maharashtra, BJP keeps a watch, Delhi takes note","While the Mahayuti leaders are clear that Dhananjay Munde “will have to go” if evidence is found, others admit it will be a blow to the ruling coalition and aggravate Maratha-OBC tension.","JANUARY 11, 2025 22:16 IST"
political-pulse,"Amid Lt Governor-Omar rift, J-K remains without Advocate General","D C Raina had resigned in October after the elected govt was sworn in, as per norm, but was asked to continue. However, no official communique on this still","JANUARY 11, 2025 10:36 IST"
political-pulse,Mukesh Chandrakar murder: A 2023 Chhattisgarh law to protect journalists remains unimplemented,"The Chhattisgarh Protection of Media Persons Act was passed and notified months before the Congress lost power in 2023. While CM Vishnu Deo Sai has assured it will be implemented, some officials and journalists claim it is not strong enough.","JANUARY 12, 2025 01:32 IST"
political-pulse,Mosque-temple rows and elections: A look at 11 disputed sites,"While there is one such site in poll-bound Delhi, apart from one each in Rajasthan, MP and Karnataka, seven are in UP, the state seeing a rash of fresh claims.","JANUARY 11, 2025 10:34 IST"
political-pulse,Ram Mandir replica versus a Babri Masjid copy: A game of one-upmanship plays out in Bengal,"While a Trust set up to build a Ram Temple in Murshidabad says “bhoomi pujan” will be held on January 22, TMC MLA Humayun Kabir says Babri Masjid Trust will be floated next month, foundation stone will be laid on December 6.","JANUARY 11, 2025 10:35 IST"
political-pulse,Ram Mandir replica versus a Babri Masjid copy: A game of one-upmanship plays out in Bengal,"While a Trust set up to build a Ram Temple in Murshidabad says “bhoomi pujan” will be held on January 22, TMC MLA Humayun Kabir says Babri Masjid Trust will be floated next month, foundation stone will be laid on December 6.","JANUARY 11, 2025 10:35 IST"
political-pulse,Why CM Stalin is struggling amid growing challenges – alliance rifts to governance ‘gaps’,"Amid row over CPM leader Balakrishnan's “undeclared emergency” attack on Stalin, DMK leader A Raja targets communist leaders leading to fresh salvo from new state CPM secretary Shanmugam.","JANUARY 11, 2025 10:36 IST"
political-pulse,"Another change in Chandigarh admin rules, parties say bid to dilute Punjab claim","Instead of advisor to administrator, Chandigarh to now have a Chief Secretary. Move follows other changes such as cadre rules.","JANUARY 11, 2025 10:37 IST"
political-pulse,Today in Politics: BJP election committee to meet on Delhi candidates; SAD to decide on Badal resignation,A six-member coordination committee of the SKM will visit the Khanauri and Shambhu borders on Friday to appeal for unity among farmer bodies.,"JANUARY 10, 2025 07:23 IST"
political-pulse,Delhi Congress chief Devender Yadav says no differences with senior leadership: ‘Rahul Gandhi coming on Jan 13…’,"In an interview with The Indian Express, he says the decisions to bring in new faces to contest the polls as well as the party’s guarantees for the capital were calculated moves.","JANUARY 11, 2025 10:38 IST"
political-pulse,"Social, regional balances in mind, Nitish may rejig Cabinet after January 15",Four BJP and two JD(U) MLAs likely to be inducted while state BJP chief Dilip Jaiswal may give up ministerial post.,"JANUARY 10, 2025 04:05 IST"
political-pulse,"Three decades of wait, plus a few fears, ride on the train to Kashmir","First conceived in 1994, at height of militancy, it is set to fructify five years after the abrogation of Article 370 – marking a complete arc in the region’s history and politics.","JANUARY 11, 2025 10:30 IST"
political-pulse,Congress says no doubt about taking on AAP as INDIA allies rally behind Kejriwal,"Congress leaders deny ambiguity within party on how far to go against Arvind Kejriwal, even as Omar Abdullah joins voices questioning the rationale of INDIA bloc","JANUARY 10, 2025 12:05 IST"
political-pulse,"A month after return to power, Mahayuti govt struggles to meet Ladki Bahin promise","No word now on increasing allocation, as govt prunes beneficiary list of “violators” and concerns regarding fiscal impact linger","JANUARY 11, 2025 10:39 IST"
political-pulse,"Decode Politics: Amid ‘Sheesh Mahal’ row, a look at what CAG can do — and can’t","In Delhi, about a dozen reports, including on CM's residence, submitted by the Comptroller and Auditor General to Lt Governor have not been tabled by AAP government in Assembly. With no specified time limit, this is an option exercised by many governments.","JANUARY 11, 2025 16:57 IST"
